name,province,city,date,letter,gifts
Linda,Nunavut,Rankin Inlet,2024-11-05,"To Santa Claus,

My name is Linda, and I live in Rankin Inlet, Nunavut.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Yellow Dress-Up Set. And if it’s not too much to ask, I would love a 5 Surprise NBA Ballers as well.

Thank you so much, Santa!
Warm regards,
Linda
","Yellow Dress-Up Set, 5 Surprise NBA Ballers"
Theodore,British Columbia,Vancouver,2024-11-26,"Hi there, Santa!

It's Theodore from Vancouver, British Columbia. I've been trying my best to stay on the nice list.
I'm really wishing for a Yellow Dress-Up Set this year. And if it's not too much, a Rechargeable Hand Warmer would be amazing too!

Thanks for all you do!
Theodore
","Yellow Dress-Up Set, Rechargeable Hand Warmer"
Courtney,Ontario,Ottawa,2024-11-21,"Dear Santa Claus,

Hello! My name is Courtney, and I live in Ottawa, Ontario.
I’ve been very kind and helpful this year. For Christmas, I would really like a mini espresso maker.
It would also make me so happy to have a customized photo puzzle if you can manage it.

Thank you so much, Santa!
Yours truly,
Courtney
","mini espresso maker, customized photo puzzle"
Robert,Prince Edward Island,Summerside,2024-12-08,"Dear Santa,

I hope this letter finds you well. My name is Robert, and I live in Summerside, Prince Edward Island. 
This year, I've been on my best behavior. For Christmas, I would really love a Our Generation Siberian Husky Plush. 
If you can, I would also be thrilled to receive a Funko POP! Figures (NBA, MLB, Marvel).

Thank you for all the joy you bring!
Sincerely,
Robert
","Our Generation Siberian Husky Plush, Funko POP! Figures (NBA, MLB, Marvel)"
Antonio,Prince Edward Island,Charlottetown,2024-11-27,"Hello Santa,

My name is Antonio, and I come from Charlottetown, Prince Edward Island.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a noise-cancelling headphones. And if it’s possible, I’d also really appreciate a The Clearly Impossible Puzzle.

Thanks for making Christmas magical!
With gratitude,
Antonio
","noise-cancelling headphones, The Clearly Impossible Puzzle"
Ashley,Newfoundland and Labrador,Corner Brook,2024-12-22,"Santa, my dude!

Ashley here, repping Corner Brook, Newfoundland and Labrador. I've been good(ish) this year, promise!
I'm crossing my fingers for a skateboard. And if you're feeling extra magical, a Apple Watch would make my year!

You rock, Santa!
Ashley
","skateboard, Apple Watch"
Amy,Ontario,Brampton,2024-12-06,"S-man!

What's crackin'? It's Amy from Brampton, Ontario. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a LEGO Batman Mech Armor. And if you're feeling extra jolly, a indoor herb garden kit would be off the hook!

You're a legend, Santa!
Amy
","LEGO Batman Mech Armor, indoor herb garden kit"
Monica,New Brunswick,Fredericton,2024-12-23,"Dear Santa Claus,

Monica here from Fredericton, New Brunswick. I've been working hard on being good this year.
I'm really excited about the possibility of getting a customized photo puzzle. And if it's not too much to ask, a Skullcandy Dime 2 In-Ear Wireless Earbuds would be incredible!

Thanks for spreading joy!
Monica
","customized photo puzzle, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Maria,Prince Edward Island,Summerside,2024-11-16,"Dear Santa Claus,

It’s Maria here from Summerside, Prince Edward Island! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a book.
And if it’s okay, I’d also love a Electric Candle Lighter to make the holidays even more special.

Thanks so much, Santa!
Love,
Maria
","book, Electric Candle Lighter"
Heather,British Columbia,Surrey,2024-11-11,"Dear Santa Claus,

Hello! My name is Heather, and I live in Surrey, British Columbia.
I’ve been very kind and helpful this year. For Christmas, I would really like a Out to Impress Jewelry Set.
It would also make me so happy to have a ElectroCubes Nightlight Building Set if you can manage it.

Thank you so much, Santa!
Yours truly,
Heather
","Out to Impress Jewelry Set, ElectroCubes Nightlight Building Set"
Eduardo,Yukon,Dawson City,2024-12-24,"Hey Santa, what's good?

It's your buddy Eduardo from Dawson City, Yukon. I've been trying to keep my cool all year.
I'm really hoping to score a Amazon Fire HD 10 Kids Pro this Christmas. And if you've got any magic left, a Miniverse Make It Mini Food Kits would be sick!

Keep sleighing it, Santa!
Eduardo
","Amazon Fire HD 10 Kids Pro, Miniverse Make It Mini Food Kits"
Richard,Alberta,Calgary,2024-12-07,"Hey Santa, what's good?

It's your buddy Richard from Calgary, Alberta. I've been trying to keep my cool all year.
I'm really hoping to score a Furby Furblets this Christmas. And if you've got any magic left, a Temporary Tattoo Markers Kit would be sick!

Keep sleighing it, Santa!
Richard
","Furby Furblets, Temporary Tattoo Markers Kit"
Micheal,Manitoba,Steinbach,2024-11-20,"Santa, my main man!

Micheal here, chillin' in Steinbach, Manitoba. I've been keeping it real and staying good.
I'm dreaming of unwrapping a video game on Christmas morning. And if you're feeling generous, a Funko POP! Figures (NBA, MLB, Marvel) would be the cherry on top!

You're the GOAT, Santa!
Micheal
","video game, Funko POP! Figures (NBA, MLB, Marvel)"
Andrew,Ontario,Brampton,2024-12-14,"Dear Santa,

I hope this letter finds you well. My name is Andrew, and I live in Brampton, Ontario. 
This year, I've been on my best behavior. For Christmas, I would really love a smart water bottle. 
If you can, I would also be thrilled to receive a RC Controlled Paper Airplane Kit.

Thank you for all the joy you bring!
Sincerely,
Andrew
","smart water bottle, RC Controlled Paper Airplane Kit"
Paul,Nunavut,Cambridge Bay,2024-11-27,"Hey Santa!

What's up? It's Paul here from Cambridge Bay, Nunavut. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a doll under the tree. Oh, and if you've got room in that sleigh, a solar-powered phone charger would be epic too!

You're the best, big guy!
Paul
","doll, solar-powered phone charger"
Susan,Manitoba,Winnipeg,2024-12-19,"Dear Santa Claus,

It’s Susan here from Winnipeg, Manitoba! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a vintage-style typewriter keyboard.
And if it’s okay, I’d also love a video game to make the holidays even more special.

Thanks so much, Santa!
Love,
Susan
","vintage-style typewriter keyboard, video game"
Anthony,Northwest Territories,Hay River,2024-11-08,"Hi Santa,

I'm Anthony from Hay River, Northwest Territories. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Barbie Dreamhouse. If it’s not too much trouble, I’d also love a solar-powered phone charger.

Happy Holidays, Santa!
Best wishes,
Anthony
","Barbie Dreamhouse, solar-powered phone charger"
Joseph,Alberta,Edmonton,2024-11-27,"Yo Santa!

Joseph checking in from Edmonton, Alberta. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Yellow Dress-Up Set. And, if you're feeling extra jolly, a magnetic levitating globe would blow my mind!

Stay frosty!
Joseph
","Yellow Dress-Up Set, magnetic levitating globe"
Penny,Alberta,Calgary,2024-12-21,"Hello Santa,

My name is Penny, and I come from Calgary, Alberta.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Teenage Mutant Ninja Turtles Figures. And if it’s possible, I’d also really appreciate a magnetic levitating globe.

Thanks for making Christmas magical!
With gratitude,
Penny
","Teenage Mutant Ninja Turtles Figures, magnetic levitating globe"
Kirsten,British Columbia,Burnaby,2024-11-14,"Santa, my dude!

Kirsten here, repping Burnaby, British Columbia. I've been good(ish) this year, promise!
I'm crossing my fingers for a portable projector. And if you're feeling extra magical, a digital art drawing tablet would make my year!

You rock, Santa!
Kirsten
","portable projector, digital art drawing tablet"
Rachel,Northwest Territories,Yellowknife,2024-11-20,"Dear Santa Claus,

Hello! My name is Rachel, and I live in Yellowknife, Northwest Territories.
I’ve been very kind and helpful this year. For Christmas, I would really like a electric scooter.
It would also make me so happy to have a Harry Potter Crookshanks Plush if you can manage it.

Thank you so much, Santa!
Yours truly,
Rachel
","electric scooter, Harry Potter Crookshanks Plush"
Paula,Northwest Territories,Inuvik,2024-11-22,"To Santa Claus,

My name is Paula, and I live in Inuvik, Northwest Territories.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Nintendo Switch Game. And if it’s not too much to ask, I would love a virtual pet robot as well.

Thank you so much, Santa!
Warm regards,
Paula
","Nintendo Switch Game, virtual pet robot"
Jennifer,Quebec,Laval,2024-12-17,"Hey Santa, what's good?

It's your buddy Jennifer from Laval, Quebec. I've been trying to keep my cool all year.
I'm really hoping to score a desktop bonsai tree kit this Christmas. And if you've got any magic left, a e.l.f. Halo Glow Liquid Filter would be sick!

Keep sleighing it, Santa!
Jennifer
","desktop bonsai tree kit, e.l.f. Halo Glow Liquid Filter"
Christian,Northwest Territories,Inuvik,2024-11-18,"Santa, my main man!

Christian here, chillin' in Inuvik, Northwest Territories. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Apple iPad Air on Christmas morning. And if you're feeling generous, a e.l.f. Halo Glow Liquid Filter would be the cherry on top!

You're the GOAT, Santa!
Christian
","Apple iPad Air, e.l.f. Halo Glow Liquid Filter"
Michael,Nova Scotia,Halifax,2024-12-22,"Santa, my dude!

Michael here, repping Halifax, Nova Scotia. I've been good(ish) this year, promise!
I'm crossing my fingers for a Harry Potter Crookshanks Plush. And if you're feeling extra magical, a Electric Candle Lighter would make my year!

You rock, Santa!
Michael
","Harry Potter Crookshanks Plush, Electric Candle Lighter"
Tanya,Nova Scotia,Dartmouth,2024-11-22,"Yo Santa!

Tanya checking in from Dartmouth, Nova Scotia. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Nintendo Switch Game. And, if you're feeling extra jolly, a personalized leather journal would blow my mind!

Stay frosty!
Tanya
","Nintendo Switch Game, personalized leather journal"
Yvette,Ontario,Toronto,2024-12-12,"Hello Santa,

My name is Yvette, and I come from Toronto, Ontario.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a e.l.f. Halo Glow Liquid Filter. And if it’s possible, I’d also really appreciate a Skullcandy Dime 2 In-Ear Wireless Earbuds.

Thanks for making Christmas magical!
With gratitude,
Yvette
","e.l.f. Halo Glow Liquid Filter, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Michael,Ontario,Mississauga,2024-12-14,"Hi Santa!

Michael here, waving from Mississauga, Ontario. I've been trying my best to be good (most of the time).
I'm really hoping to find a Barbie Dreamhouse under the tree. And if there's room in your bag, a Harry Potter Wand would be amazing!

Thanks for being awesome!
Michael
","Barbie Dreamhouse, Harry Potter Wand"
Jeffrey,New Brunswick,Moncton,2024-12-07,"Hello Santa,

My name is Jeffrey, and I come from Moncton, New Brunswick.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a 5 Surprise NBA Ballers. And if it’s possible, I’d also really appreciate a Apple iPad (10th Generation).

Thanks for making Christmas magical!
With gratitude,
Jeffrey
","5 Surprise NBA Ballers, Apple iPad (10th Generation)"
Lance,Alberta,Calgary,2024-12-03,"Hey Santa, what's good?

It's your buddy Lance from Calgary, Alberta. I've been trying to keep my cool all year.
I'm really hoping to score a smart home assistant this Christmas. And if you've got any magic left, a Our Generation Siberian Husky Plush would be sick!

Keep sleighing it, Santa!
Lance
","smart home assistant, Our Generation Siberian Husky Plush"
Jeffrey,Northwest Territories,Yellowknife,2024-11-19,"Dear Santa Claus,

Hello! My name is Jeffrey, and I live in Yellowknife, Northwest Territories.
I’ve been very kind and helpful this year. For Christmas, I would really like a mini espresso maker.
It would also make me so happy to have a wireless gaming mouse if you can manage it.

Thank you so much, Santa!
Yours truly,
Jeffrey
","mini espresso maker, wireless gaming mouse"
Edwin,Nova Scotia,Halifax,2024-11-11,"Hi there, Santa!

It's Edwin from Halifax, Nova Scotia. I've been trying my best to stay on the nice list.
I'm really wishing for a lego set this year. And if it's not too much, a electric scooter would be amazing too!

Thanks for all you do!
Edwin
","lego set, electric scooter"
Nicholas,British Columbia,Vancouver,2024-12-14,"Hey Santa, what's good?

It's your buddy Nicholas from Vancouver, British Columbia. I've been trying to keep my cool all year.
I'm really hoping to score a Surprise Toy Bath Bombs this Christmas. And if you've got any magic left, a LEGO Creator 3-in-1 Mighty Dinosaurs would be sick!

Keep sleighing it, Santa!
Nicholas
","Surprise Toy Bath Bombs, LEGO Creator 3-in-1 Mighty Dinosaurs"
